video_title,channel,comment_text,author,language,sentiment_scores,region,sentiment,sentiment_label,sentiment_positive,sentiment_negative,sentiment_neutral
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,If All Bimaru states comes to earn living in Maharashtra so it's better to make Marathi national language than Hindi 😂,@samip3124,English,"{'compound': 0.4877, 'positive': 0.131, 'negative': 0.0, 'neutral': 0.869, 'sentiment': 'positive'}",All India,0.4877,positive,0.131,0,0.869
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,What would you archive from this?,@rohitkushvaha2481,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,​@rohitkushvaha2481learn to type bimaru,@samip3124,Sq,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,​@rohitkushvaha2481 he is just a keyboard warrior. Living in his dreamland 😂,@chessboi7923,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,​@chessboi7923give answer coz you can't bimaru😂,@samip3124,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,"What do you think marathi people make Maharashtra, if your are thinking that then , i am sorry to say , but without the help of other states people you will never be able to this, we respect your language, we respect peoples of Maharashtra, but someone like you  who calls other states people's bimaru. Just shame on you ​@samip3124",@siddharthatiwari8328,English,"{'compound': 0.6556, 'positive': 0.155, 'negative': 0.11, 'neutral': 0.736, 'sentiment': 'positive'}",All India,0.6556,positive,0.155,0.11,0.736
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Maharashtra only Marathi ♥️,@samip3124,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,madhya pradesh mein marathi log mere ghar ke pass rehte hai agar wo hindi nahi bolenge to mein unhe maru ?,@AbhishekSingh-pt9xe,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Marathi bol re warna maar denge me mns wala😂,@BLACK_GOKU_U7,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,हिंदी भारत कि सबसे ज्यादा बोली जाने वाली और सबसे ज्यादा थोपी जाने वाली भाषा हे.,@Rockstar0pp-i3y,Hindi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Uttar Pradesh,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,"Nobody is forcing you to speak Hindi, you guys are forcing your language on others",@rohitkushvaha2481,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Mt bolo hindi par english ka bhi mt bolo,@roshanmandya,Sq,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,"​@rohitkushvaha2481 then why 1st  to 5th forcing in maharashtra, but thank god marathi people protest 🚩🫵🚩🫵",@Mayur-88,English,"{'compound': 0.5267, 'positive': 0.242, 'negative': 0.102, 'neutral': 0.656, 'sentiment': 'positive'}",All India,0.5267,positive,0.242,0.102,0.656
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,"@roshanmandyaenglish 2nd language for us, it will provide job for us, hindi sikh ke kya kre",@GPGaming5566,Hinglish,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,@GPGaming5566 marathi dila rhi h kya jobs yaar bahana to shi bnaoo...,@roshanmandya,Somali,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,आम्ही मराठी लय गोड पण आमच्या मराठीचा अपमान कराल तर आम्ही एकदम तिखट 🚩🚩🫡🫡,@dhananjaygaikwad2151,Tagalog,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,madhya pradesh mein marathi log mere ghar ke pass rehte hai agar wo hindi nahi bolenge to mein unhe maru ?,@AbhishekSingh-pt9xe,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,"Sirji to pahale pahal northern state ne leni chahia pahale Southern state ki language padao apne school mai northern states. Aur examples set karo fir Southern state implement karenge northern state ki language ko. Southern states koi hindi pade. Jab Hindi se kuchh fayada hi nahia,",@predictor_handle,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Uday thakare aur unke Putra aaditya thakare kud hindi bolte hai aur rajnity kar rahe hai chunaav ke samay 😮,@RasileLal,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,স্যার আপনি হিন্দি ছেড়ে বাঙলায় কথা বলুন  যারা হিন্দি বলতে লিখতে পারেনা জোর করে কেনো শেখাবেন দরকার পরলে আপনি বাঙলা কথা বলুন শিখুন,@saptarshachakraborty402,Bengali,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",West Bengal,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Apne rajneta aur unke family hindi bolate hai aur janata ko murkh bana rahe hai😅,@RasileLal,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,​@RasileLal হিন্দি চলবেনা,@saptarshachakraborty402,Bengali,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",West Bengal,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,"​@saptarshachakraborty402 tui ki 
Bangali naki bharatiya",@sdv982,Swahili,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,​@RasileLal Both Jana gana Man and vande mataram were written in Bengali and later translated into Hindi. Bengali language is 100 times better than hindi.,@AtanuBaBu-s9e,English,"{'compound': 0.4404, 'positive': 0.108, 'negative': 0.0, 'neutral': 0.892, 'sentiment': 'positive'}",All India,0.4404,positive,0.108,0,0.892
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,"most informative video, even rss stand with regional language,",@om-pk1bv,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,अर्धा देश महाराष्ट्रात येऊन जगत असेल तर महाराष्ट्राला हिंदी नाही तर देशाला मराठी शिकण्याची गरज आहे.,@thoratanjali,Marathi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Maharashtra,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Mast joke 😂,@goodluck6559,English,"{'compound': 0.296, 'positive': 0.524, 'negative': 0.0, 'neutral': 0.476, 'sentiment': 'positive'}",All India,0.296,positive,0.524,0,0.476
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Kya bola b explain krr d​@goodluck6559,@imrnayan,Somali,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Gober patte mai chalti hai hindi language sirf,@MAHESHPATIL-rk4ww,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,​@MAHESHPATIL-rk4wwtera baad se pata chal kon ghorpata se hai😂,@AdityaRaj-mh7hm,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Up bihari 😂​@AdityaRaj-mh7hm,@Arjun-my4id,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,"आम्ही जन्मा पासुन महाराष्ट्र t राहतो तरी आम्हाला गुजराती, हिंदी, येते  आणि महाराष्ट्र त 10 ते 12 वर्षया पासून राहुन त्या लोकाना मराठी नहीं येत. इधर के लोगों का रोजगार छीनते है लोग 😢",@pratham12345,Hindi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Uttar Pradesh,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,India south state ban Hind immediately ❤,@sushantgavali7566,English,"{'compound': -0.5574, 'positive': 0.0, 'negative': 0.375, 'neutral': 0.625, 'sentiment': 'negative'}",All India,-0.5574,negative,0,0.375,0.625
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,महाराष्ट्रात फक्त मराठी ❤,@sushantgavali7566,Nepali,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Sikkim,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Toh tum kisi or pradesh me mat jana😊,@natkhatkrishna5010,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,Hindustan mein sirf hindi,@shivampathak6258,De,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,​@natkhatkrishna5010hum tumare tarah kutte nahi hai jo yaha waha mu marte ghume,@deepakankushe9833,Swahili,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,तू बाहेर राज्यात नको जाऊ नाही तर मग तुला पण त्या राज्याची भाषा शिकावी लागण,@तनोजकरतारेपाटील,Marathi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Maharashtra,0,neutral,0,0,1
Language War in India | How it Hurts the Nation ? | By Aadesh Singh | StudyIQ IAS,StudyIQ IAS,मराठी भैया 😂​@तनोजकरतारेपाटील,@फलटणकर-स3व,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,In karnataka walo ki MKC,@phantom69964,Swahili,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Ab language pr politics kr rhe h log 😢such a shameful thing well educated illiterate idiots😢,@KANAKYADAV-cr1rm,Hinglish,"{'compound': -0.2732, 'positive': 0.099, 'negative': 0.15, 'neutral': 0.751, 'sentiment': 'negative'}",All India,-0.2732,negative,0.099,0.15,0.751
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,I know hindi kannad telugu English.....we love hindi❤,@ShubhHere-y7t,English,"{'compound': 0.6369, 'positive': 0.344, 'negative': 0.0, 'neutral': 0.656, 'sentiment': 'positive'}",All India,0.6369,positive,0.344,0,0.656
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Stupid North Indian politicians refuse to understand that India is not one country but a federation of many countries.,@s.pillai.3591,English,"{'compound': -0.4215, 'positive': 0.0, 'negative': 0.183, 'neutral': 0.817, 'sentiment': 'negative'}",All India,-0.4215,negative,0,0.183,0.817
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,"Stupid North Indian politicians refuse to understand that India is not one country, it is a federation of many countries. If Hindi is the only official language of the central government, then South Indians are second-class citizens.",@s.pillai.3591,English,"{'compound': -0.6808, 'positive': 0.0, 'negative': 0.135, 'neutral': 0.865, 'sentiment': 'negative'}",All India,-0.6808,negative,0,0.135,0.865
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Anamalai is waste bjp begger  ....we southindians hate hindi 😂😂,@smithkishore267,English,"{'compound': -0.7579, 'positive': 0.0, 'negative': 0.419, 'neutral': 0.581, 'sentiment': 'negative'}",All India,-0.7579,negative,0,0.419,0.581
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,We don't want  gandu language  hindi 😂😂 hindi is only for northindian beggers 😂😂,@smithkishore267,English,"{'compound': -0.0572, 'positive': 0.0, 'negative': 0.071, 'neutral': 0.929, 'sentiment': 'negative'}",All India,-0.0572,negative,0,0.071,0.929
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Please apna gyan apne pas rakho India diverse country hai diversity hamari unity i am from UP but i support south people why north indian want to impose hindi stop such stupidity,@RamJiyavanUpadhyay,Hinglish,"{'compound': -0.5859, 'positive': 0.158, 'negative': 0.224, 'neutral': 0.618, 'sentiment': 'negative'}",All India,-0.5859,negative,0.158,0.224,0.618
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,"I am doing my B.Tech in Tamil Nadu. And yes in my college, tamil students literally cannot speak English. They only speak in Tamil. I understand that it's their mother tongue but atleast learn English so as to communicate with people or students coming from outside Tamil Nadu. Same issue is present with college faculties as well. They too are unable to speak English clearly and a lot many times use wrong words and pronunciation that end up in a completely new meaning.

I originally belong to Odisha. I studied from ICSE till 10th and CBSE for 11th and 12th. But I know all three languages - my mother tongue Odia, Hindi, and English. South politicians sight that learning Hindi degrades their mother tongue and culture. Just tell me I have learned all 3 languages. But I can fluently speak my mother tongue as well as write it clearly. Then how come Hindi degrades mother tongue.


Nothing. All these are dirty politics to instill uncertainties in the brains of common man so that they can gather votes on this pretext.",@adityabaantripathy5903,English,"{'compound': -0.7992, 'positive': 0.07, 'negative': 0.095, 'neutral': 0.835, 'sentiment': 'negative'}",All India,-0.7992,negative,0.07,0.095,0.835
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,If you are more friendly with outsiders then after few years they will start disrespecting you and inforce their language and culture 💯,@BhagwatBhosale-l4m,English,"{'compound': 0.5413, 'positive': 0.137, 'negative': 0.0, 'neutral': 0.863, 'sentiment': 'positive'}",All India,0.5413,positive,0.137,0,0.863
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Language war start kon karvata hai vampanthi log stalin jaise log.... Vampanthi ko ban kro bharat se democracy me communist kya kr rhe hai..... N south valo ko zara reality check bhi karvao...,@sarangthakur2525,English,"{'compound': -0.8176, 'positive': 0.0, 'negative': 0.195, 'neutral': 0.805, 'sentiment': 'negative'}",All India,-0.8176,negative,0,0.195,0.805
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,All this language war began because of Amit shah for trying to pose Hindi in every state and language of communication instead of English specially in south. What was the purpose of trying to impose Hindi as third language in every state??,@Marty-e2e,English,"{'compound': -0.755, 'positive': 0.0, 'negative': 0.139, 'neutral': 0.861, 'sentiment': 'negative'}",All India,-0.755,negative,0,0.139,0.861
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Yes Hindi is distroying south India Hindi speaking people are unpad jahil Gawar aur andhwishwashi logonse barahuwa Rajaya garib hai aur yeh loge dusari basha sekna nahin chahathehen hain yeseliyea hindi bhasha nahin chahiye,@ignatiuslobo4526,Hinglish,"{'compound': 0.4019, 'positive': 0.076, 'negative': 0.0, 'neutral': 0.924, 'sentiment': 'positive'}",All India,0.4019,positive,0.076,0,0.924
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,"Disclaimer
The views and opinions expressed in this video are solely those of the creators and participants and do not represent the official stance of any political party, organization, or entity. This content is intended for informational and educational purposes to foster discussion on political and social issues. Viewer discretion is advised, as sensitive or controversial topics may be addressed. We encourage respectful dialogue and independent research to form your own opinions. All media used in this video complies with copyright laws or fair use principles. Comments are moderated to ensure a constructive environment free from hate speech or inappropriate behavior.",@paracommando-chaitanya2759,English,"{'compound': 0.8934, 'positive': 0.149, 'negative': 0.048, 'neutral': 0.804, 'sentiment': 'positive'}",All India,0.8934,positive,0.149,0.048,0.804
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,North ⬆️ India 🇮🇳 ki government ko Mandir 🛕 ka bajae south ⬇️ India 🇮🇳 ki government ki tarah education 📚📖 par focus 👀 karna chahiye tabhi yeah conflict khatam hoga,@indiAnime94,English,"{'compound': -0.0258, 'positive': 0.064, 'negative': 0.067, 'neutral': 0.87, 'sentiment': 'neutral'}",All India,-0.0258,neutral,0.064,0.067,0.87
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,What is the problem to speak hindi. What is the problem to speak one language which cores of people are speaking allover india as well as some other countries.,@bahuleyanputhenparambil553,English,"{'compound': -0.5106, 'positive': 0.063, 'negative': 0.161, 'neutral': 0.776, 'sentiment': 'negative'}",All India,-0.5106,negative,0.063,0.161,0.776
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Hindi is Pakistani language.,@Hossain_3344,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,And you also pakistani,@Call_me_in_night,Tagalog,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Hindi ben to jitne b south movie aarha he hindi dubbed bnd krdo tb dekhte he inke film kitna kmata he,@Kumar-x5t3m,Nl,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,I would highly recommend everyone to listen to Dr vikas Divyakriti 's Drishtikon EP 1 to get better understanding of this issue.,@goriyashidas5330,English,"{'compound': 0.6901, 'positive': 0.222, 'negative': 0.0, 'neutral': 0.778, 'sentiment': 'positive'}",All India,0.6901,positive,0.222,0,0.778
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Kamal hasan bajut bada murkha hai. Uske baat ko usse bada murkha dohrakar bolega.,@seabase1,Indonesian,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,"Zoho CEO Shridhar Vembu, despite being a Tamilian, embraces Hindi, English, and every Indian language.",@rich4rdcyb3r2k77,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,"People from the north states doma lot of groupism. In companies and gang upon localites. 
Also ignorant ones are the ones that find themselves in trouble. 
If someone humbly admits that they are not able to speak Kannada our people still forgive and try to speak their language. 
But when people start to act entitled and act arrogant is when problem erupts.",@6RedAries9,English,"{'compound': -0.7543, 'positive': 0.08, 'negative': 0.156, 'neutral': 0.763, 'sentiment': 'negative'}",All India,-0.7543,negative,0.08,0.156,0.763
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,"Here the understanding is wrong. If you are providing a service in Karnataka, you cannot expect a localite to learn Hindi. 
Only when people disrespect our language is when our people are pissed off.",@6RedAries9,English,"{'compound': -0.8779, 'positive': 0.0, 'negative': 0.246, 'neutral': 0.754, 'sentiment': 'negative'}",All India,-0.8779,negative,0,0.246,0.754
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,कर्नाटक में मारवाड़ी भी बहुत हैं और जब जयललिता जब उत्तरप्रदेश दौरे पर गयी थी तब उन्होंने हिंदी में भाषण दिया था,@divyarajchauhan8693,Hindi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Uttar Pradesh,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,Bharat ko todane ki sazish chal rahi hai...,@filetvofficial,Swahili,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Unknown Region,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,"I will speak one brutal truth all state governments are trying to divert people's attention from major governance issues to the language war whether it is in Maharashtra, Karnataka or Tamil Nadu, they want all our people to fight with each other so that we won't pay attention to cases like the Dharmasthala temple cases and roads of Maharashtra. I know language existence is important but it is not a core issue for the development of a state or country.",@meandmyself1233,English,"{'compound': -0.4023, 'positive': 0.081, 'negative': 0.077, 'neutral': 0.842, 'sentiment': 'negative'}",All India,-0.4023,negative,0.081,0.077,0.842
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,"जैसे भाषा के ऊपर विवाद गहराता जा रहा है और हिंदी बोलने वाले लोगों की अहिंदी भाषी राज्यों में पिटाई हो रही है वह चिंताजनक है.इस विवाद को खत्म करके पहले जैसी स्थिति लाना चाहिए और अंग्रेजी को सम्पर्क भाषा के रूप में मान्यता दे देनी चाहिए. इससे देश टूट सकता है और अहिंदी भाषी राज्य भारत से अलग होने की घोषणा कर सकते हैं.गृह युद्ध की हालत बन सकती है.जैसे आजादी के बाद जो भाषाई आधार पर जो स्टेटस अपनाया गया था वही फिर से बहाल होना चाहिए. मैं 1996-2000 तक तमिलनाड, सुलूर में वायु सेना स्टेशन में पोस्टेड था और आसपास के सभी दुकानदार, बस कंडक्टर, कोयंबटूर शहर के दुकानदार अच्छी हिंदी बोल लेते थे.रेलवे स्टेशन और होटलों में भाषा संबंधी कोई समस्या नही होती थी.मेरा लङका सुलूर में एक प्राइवेट कालेज आर वी एस में कुछ साल पढ़ा.वहां एक लेडी हिंदी की टीचर थी और अच्छी तरह हिंदी बोलती थी.उस समय त्रिभाषा फार्मूला लागू नही था और जब हिंदी भाषी लोगों को तमिलनाड में भाषा संबंधी कोई समस्या नही हुई तो पूरे भारत में नही होगी. 
सभी तरह की परीक्षायें हिंदी भाषी राज्य हिंदी में करें और अहिंदी भाषी राज्य अपनी मातृ भाषा में करें.जो प्रशासनिक अधिकारी अंग्रेजी जाने उसकी पोस्टिंग दक्षिण भारत के राज्यों में की जा सकती है.जो प्रशासनिक अधिकारी दक्षिण भारत के हैं अगर वे हिंदी नही भी जानते हैं उनकी पोस्टिंग हिंदी सिखाकर उत्तर भारत में की जा सकती है.भाषा के नाम पर भारतीयों के बीच खाई पैदा हो रही है.
जब मैं गोरखपुर वायु स्टेशन में पोस्टेड था तो एक बंगाली वायु सैनिक ने बंगाली मेडिकल आफिसर से बंगाली भाषा में बात करना चाहा.उस मेडिकल आफिसर ने उसे रोकते हुए कहा कि वायु सेना की भाषा अंग्रेजी और हिंदी है और तुम सिर्फ हमसे अंग्रेजी या हिंदी में ही बात कर सकते हो.
मुंबई की हिंंदी फिल्म इंडस्ट्रीज को हिंदी भाषी राज्यों में शिफ्ट कर देनी चाहिए.",@VijayKumar-pc6gb,Hindi,"{'compound': 0.0, 'positive': 0, 'negative': 0, 'neutral': 1.0, 'subjectivity': 0.0, 'sentiment': 'neutral'}",Uttar Pradesh,0,neutral,0,0,1
Hindi DESTROYING South India? | Will Annamalai End the Language War?,AKTK,BTW the talk kannada thing is happening now during Congress government 😂 not during BJP rule . Continue to vote for Congress.,@Nobody-p3i,English,"{'compound': 0.0, 'positive': 0.0, 'negative': 0.0, 'neutral': 1.0, 'sentiment': 'neutral'}",All India,0,neutral,0,0,1
